"Kod","Nazwa","ludność na 1 km2,2024,[osoba]","gęstość zaludnienia powierzchni zabudowanej i zurbanizowanej (osoby/km2),2024,[osoba]","zmiana liczby ludności na 1000 mieszkańców,2024,[osoba]","ludność w tysiącach,2024,[tys. osób]","ludność w tysiącach mężczyźni,2024,[tys. osób]","ludność w tysiącach kobiety,2024,[tys. osób]","wskaźnik urbanizacji,2024,[%]",
2002032,"Dobrzyniewo Duże (2)",65.4,,15.8,10.54,5.26,5.29,0.0,
2002042,"Gródek (2)",11.2,,-10.5,4.81,2.33,2.47,0.0,
2002052,"Juchnowiec Kościelny (2)",109.0,,11.8,18.73,9.32,9.41,0.0,
2002063,"Łapy (3)",157.2,,-10.9,20.06,9.76,10.31,71.0,
2002064,"Łapy - miasto (4)",1174.1,,-12.7,14.25,6.87,7.39,100.0,
2002065,"Łapy - obszar wiejski (5)",50.3,,-6.7,5.81,2.89,2.92,0.0,
2002073,"Michałowo (3)",14.2,,-9.4,5.81,2.88,2.93,46.7,
2002074,"Michałowo - miasto (4)",1261.4,,-14.9,2.71,1.34,1.38,100.0,
2002075,"Michałowo - obszar wiejski (5)",7.6,,-4.5,3.09,1.54,1.55,0.0,
2002082,"Poświętne (2)",26.5,,-8.8,3.04,1.52,1.52,0.0,
2002093,"Supraśl (3)",98.3,,21.3,18.54,9.00,9.54,23.1,
2002094,"Supraśl - miasto (4)",755.1,,-9.9,4.29,2.05,2.24,100.0,
2002095,"Supraśl - obszar wiejski (5)",77.9,,31.1,14.25,6.95,7.30,0.0,
2002103,"Suraż (3)",24.7,,-8.4,1.89,0.94,0.96,50.3,
2002104,"Suraż - miasto (4)",28.1,,-13.5,0.95,0.47,0.48,100.0,
2002105,"Suraż - obszar wiejski (5)",22.0,,-3.2,0.94,0.47,0.47,0.0,
2002112,"Turośń Kościelna (2)",51.2,,15.3,7.17,3.59,3.58,0.0,
2002123,"Tykocin (3)",27.1,,-8.3,5.61,2.80,2.81,32.8,
2002124,"Tykocin - miasto (4)",63.5,,-3.3,1.84,0.90,0.94,100.0,
2002125,"Tykocin - obszar wiejski (5)",21.1,,-10.8,3.77,1.90,1.87,0.0,
2002133,"Wasilków (3)",167.6,,16.4,21.30,10.42,10.88,60.2,
2002134,"Wasilków - miasto (4)",454.0,,4.9,12.83,6.24,6.59,100.0,
2002135,"Wasilków - obszar wiejski (5)",85.7,,34.2,8.47,4.18,4.29,0.0,
2002143,"Zabłudów (3)",29.9,,15.0,10.17,5.15,5.02,24.5,
2002144,"Zabłudów - miasto (4)",174.5,,4.0,2.50,1.21,1.28,100.0,
2002145,"Zabłudów - obszar wiejski (5)",23.6,,18.6,7.68,3.94,3.74,0.0,
2002152,"Zawady (2)",21.6,,-13.4,2.43,1.22,1.21,0.0,
2003000,"Powiat bielski",36.1,,-12.0,49.99,24.61,25.37,54.1,
2003011,"Bielsk Podlaski (1)",872.2,,-11.1,23.56,11.23,12.33,100.0,
2003021,"Brańsk (1)",107.0,,-7.2,3.47,1.78,1.69,100.0,
2003032,"Bielsk Podlaski (2)",14.8,,-5.5,6.36,3.22,3.13,0.0,
2003042,"Boćki (2)",16.1,,-16.6,3.74,1.91,1.83,0.0,
2003052,"Brańsk (2)",22.2,,-25.2,5.04,2.60,2.44,0.0,
2003062,"Orla (2)",14.9,,-10.4,2.38,1.14,1.24,0.0,
2003072,"Rudka (2)",23.2,,-8.5,1.63,0.84,0.80,0.0,
2003082,"Wyszki (2)",18.5,,-13.4,3.82,1.89,1.93,0.0,
2004000,"Powiat grajewski",45.2,,-10.5,43.76,21.58,22.17,57.6,
2004011,"Grajewo (1)",1093.6,,-8.4,20.72,9.91,10.81,100.0,
2004022,"Grajewo (2)",17.5,,-10.5,5.39,2.78,2.61,0.0,
2004032,"Radziłów (2)",21.3,,-9.8,4.25,2.12,2.13,0.0,
2004043,"Rajgród (3)",21.8,,-14.6,4.51,2.27,2.24,30.5,
2004044,"Rajgród - miasto (4)",39.2,,-7.2,1.38,0.68,0.70,100.0,
2004045,"Rajgród - obszar wiejski (5)",18.2,,-17.9,3.13,1.60,1.54,0.0,
2004053,"Szczuczyn (3)",48.6,,-14.9,5.62,2.82,2.80,55.0,
2004054,"Szczuczyn - miasto (4)",233.8,,-14.7,3.09,1.52,1.57,100.0,
2004055,"Szczuczyn - obszar wiejski (5)",24.7,,-15.2,2.53,1.29,1.24,0.0,
2004062,"Wąsosz (2)",27.6,,-12.1,3.26,1.68,1.58,0.0,
2005000,"Powiat hajnowski",23.6,,-14.9,38.24,18.47,19.77,51.6,
2005011,"Hajnówka (1)",878.8,,-14.1,18.71,8.79,9.92,100.0,
2005022,"Białowieża (2)",9.8,,-31.3,1.98,0.97,1.01,0.0,
2005032,"Czeremcha (2)",27.0,,-18.4,2.62,1.26,1.36,0.0,
2005042,"Czyże (2)",12.8,,-19.4,1.72,0.82,0.90,0.0,
2005052,"Dubicze Cerkiewne (2)",8.5,,-18.3,1.29,0.64,0.64,0.0,
2005062,"Hajnówka (2)",12.3,,-8.8,3.61,1.85,1.76,0.0,
2005073,"Kleszczele (3)",14.5,,-13.8,2.07,1.04,1.02,49.7,
2005074,"Kleszczele - miasto (4)",22.0,,-21.9,1.03,0.51,0.51,100.0,
2005075,"Kleszczele - obszar wiejski (5)",10.8,,-5.7,1.04,0.53,0.51,0.0,
2005082,"Narew (2)",13.1,,-18.3,3.16,1.56,1.59,0.0,
2005092,"Narewka (2)",9.1,,-7.1,3.09,1.53,1.57,0.0,
2006000,"Powiat kolneński",37.7,,-7.3,35.44,17.83,17.61,33.1,
2006011,"Kolno (1)",389.8,,-6.8,9.77,4.71,5.06,100.0,
2006022,"Grabowo (2)",24.7,,-13.3,3.18,1.62,1.56,0.0,
2006032,"Kolno (2)",27.9,,-4.9,7.88,3.98,3.90,0.0,
2006042,"Mały Płock (2)",31.2,,-10.7,4.36,2.23,2.13,0.0,
2006053,"Stawiski (3)",33.2,,-6.3,5.50,2.78,2.72,35.9,
2006054,"Stawiski - miasto (4)",149.2,,-14.0,1.98,0.98,0.99,100.0,
2006055,"Stawiski - obszar wiejski (5)",23.1,,-2.0,3.52,1.80,1.73,0.0,
2006062,"Turośl (2)",23.9,,-6.5,4.76,2.51,2.25,0.0,
2007000,"Powiat łomżyński",36.5,,-2.3,49.50,24.97,24.53,7.6,
2007013,"Jedwabne (3)",30.2,,-14.2,4.81,2.41,2.40,34.8,
2007014,"Jedwabne - miasto (4)",368.1,,-3.0,1.67,0.83,0.84,100.0,
2007015,"Jedwabne - obszar wiejski (5)",20.3,,-20.0,3.14,1.58,1.56,0.0,
2007022,"Łomża (2)",59.1,,9.6,12.24,6.19,6.05,0.0,
2007032,"Miastkowo (2)",34.4,,-7.3,3.96,1.99,1.97,0.0,
2007043,"Nowogród (3)",38.0,,-4.4,3.84,1.90,1.94,53.8,
2007044,"Nowogród - miasto (4)",100.5,,-10.1,2.07,1.01,1.06,100.0,
2007045,"Nowogród - obszar wiejski (5)",22.0,,2.3,1.78,0.89,0.89,0.0,
2007052,"Piątnica (2)",46.7,,-2.7,10.24,5.20,5.04,0.0,
2007062,"Przytuły (2)",26.8,,-5.7,1.91,0.94,0.97,0.0,
2007072,"Śniadowo (2)",30.5,,-11.1,4.98,2.49,2.49,0.0,
2007082,"Wizna (2)",26.9,,-8.9,3.59,1.86,1.73,0.0,
2007092,"Zbójna (2)",21.2,,3.6,3.95,2.00,1.94,0.0,
2008000,"Powiat moniecki",26.8,,-10.3,36.98,18.33,18.65,37.0,
2008013,"Goniądz (3)",12.1,,-8.7,4.55,2.25,2.30,37.3,
2008014,"Goniądz - miasto (4)",396.5,,-11.7,1.70,0.79,0.90,100.0,
2008015,"Goniądz - obszar wiejski (5)",7.7,,-7.0,2.85,1.45,1.40,0.0,
2008022,"Jasionówka (2)",24.9,,-14.7,2.41,1.22,1.20,0.0,
2008032,"Jaświły (2)",23.9,,-17.8,4.20,2.22,1.97,0.0,
2008043,"Knyszyn (3)",34.9,,-5.6,4.44,2.17,2.27,59.5,
2008044,"Knyszyn - miasto (4)",111.4,,-2.3,2.64,1.29,1.35,100.0,
2008045,"Knyszyn - obszar wiejski (5)",17.4,,-10.5,1.80,0.88,0.92,0.0,
2008052,"Krypno (2)",32.7,,-11.3,3.67,1.84,1.83,0.0,
2008063,"Mońki (3)",85.6,,-9.7,13.82,6.65,7.17,67.5,
2008064,"Mońki - miasto (4)",1218.0,,-12.6,9.33,4.38,4.95,100.0,
2008065,"Mońki - obszar wiejski (5)",29.2,,-3.8,4.49,2.28,2.22,0.0,
2008072,"Trzcianne (2)",11.7,,-7.2,3.89,1.97,1.91,0.0,
2009000,"Powiat sejneński",21.6,,-11.3,18.43,9.17,9.26,26.1,
2009011,"Sejny (1)",1073.1,,-14.5,4.82,2.29,2.53,100.0,
2009022,"Giby (2)",7.4,,-23.1,2.41,1.21,1.20,0.0,
2009032,"Krasnopol (2)",20.5,,-4.2,3.52,1.78,1.74,0.0,
2009042,"Puńsk (2)",28.2,,-10.9,3.91,1.96,1.95,0.0,
2009052,"Sejny (2)",17.4,,-6.6,3.78,1.93,1.85,0.0,
2010000,"Powiat siemiatycki",27.6,,-10.4,40.21,19.67,20.54,37.4,
2010011,"Siemiatycze (1)",366.8,,-7.0,13.30,6.27,7.03,100.0,
2010023,"Drohiczyn (3)",27.0,,-12.2,5.61,2.79,2.81,30.9,
2010024,"Drohiczyn - miasto (4)",110.7,,-6.9,1.74,0.84,0.89,100.0,
2010025,"Drohiczyn - obszar wiejski (5)",20.1,,-14.5,3.87,1.95,1.92,0.0,
2010032,"Dziadkowice (2)",21.3,,-16.4,2.47,1.26,1.21,0.0,
2010042,"Grodzisk (2)",18.3,,-12.8,3.71,1.89,1.83,0.0,
2010052,"Mielnik (2)",10.2,,-20.6,1.99,0.93,1.06,0.0,
2010062,"Milejczyce (2)",10.4,,-11.9,1.58,0.76,0.82,0.0,
2010072,"Nurzec-Stacja (2)",15.8,,-13.9,3.40,1.67,1.74,0.0,
2010082,"Perlejewo (2)",23.2,,-7.2,2.48,1.27,1.21,0.0,
2010092,"Siemiatycze (2)",25.0,,-7.9,5.68,2.85,2.83,0.0,
2011000,"Powiat sokólski",29.5,,-10.7,60.59,29.88,30.71,42.9,
2011013,"Dąbrowa Białostocka (3)",37.7,,-13.4,9.94,4.89,5.05,49.9,
2011014,"Dąbrowa Białostocka - miasto (4)",218.9,,-10.4,4.96,2.37,2.59,100.0,
2011015,"Dąbrowa Białostocka - obszar wiejski (5)",20.7,,-16.4,4.98,2.52,2.46,0.0,
2011022,"Janów (2)",17.6,,-14.8,3.66,1.80,1.87,0.0,
2011032,"Korycin (2)",26.0,,2.3,3.05,1.53,1.53,0.0,
